CustomerID,Name,Age,Salary ($),Gender,Marital Status,Education,Loan Approval,Zip Code,Satisfaction Score
2301,Customer_2301,37,87000,Female,Married,PhD,Yes,41035,5
2302,Customer_2302,65,44000,Male,Single,Master,Yes,40338,3
2303,Customer_2303,44,78000,Male,Married,High School,Yes,60065,5
2304,Customer_2304,49,34000,Male,Married,Bachelor,No,76661,1
2305,Customer_2305,52,157000,Female,Single,Master,Yes,22310,2
2306,Customer_2306,41,49000,Male,Single,Master,No,77857,4
2307,Customer_2307,54,74000,Male,Single,Master,Yes,70893,1
2308,Customer_2308,24,38000,Male,Single,Master,No,24123,3
2309,Customer_2309,33,59000,Female,Divorced,Bachelor,Yes,62838,4
2310,Customer_2310,56,188000,Male,Divorced,PhD,No,55739,1
2311,Customer_2311,56,35000,Female,Single,PhD,No,26684,2
2312,Customer_2312,39,94000,Male,Divorced,Master,Yes,21412,1
2313,Customer_2313,26,112000,Female,Married,Master,Yes,58913,4
2314,Customer_2314,40,31000,Male,Married,Master,No,71091,1
2315,Customer_2315,66,64000,Male,Married,PhD,Yes,36067,2
2316,Customer_2316,48,35000,Male,Married,Bachelor,Yes,43425,2
2317,Customer_2317,52,134000,Female,Married,PhD,No,64990,3
2318,Customer_2318,49,91000,Male,Divorced,PhD,No,78658,4
2319,Customer_2319,36,21000,Male,Married,High School,No,83317,2
2320,Customer_2320,22,60000,Male,Divorced,Bachelor,Yes,16063,1
2321,Customer_2321,29,75000,Female,Single,High School,No,90250,3
2322,Customer_2322,38,68000,Female,Divorced,Master,No,49994,2
2323,Customer_2323,63,110000,Female,Married,Master,Yes,54631,4
2324,Customer_2324,21,141000,Male,Married,Bachelor,No,59722,3
2325,Customer_2325,50,92000,Male,Married,PhD,No,46183,1
2326,Customer_2326,17,145000,Female,Divorced,Master,Yes,31850,1
2327,Customer_2327,71,96000,Male,Divorced,PhD,No,23811,3
2328,Customer_2328,33,42000,Female,Married,Bachelor,Yes,18818,4
2329,Customer_2329,68,137000,Female,Married,PhD,No,89820,2
2330,Customer_2330,37,61000,Female,Divorced,Master,Yes,84078,3
2331,Customer_2331,44,99000,Female,Married,PhD,No,78206,1
2332,Customer_2332,43,65000,Male,Divorced,Bachelor,Yes,25081,2
2333,Customer_2333,36,110000,Female,Divorced,Bachelor,No,56448,4
2334,Customer_2334,60,134000,Male,Divorced,Master,No,47150,5
2335,Customer_2335,76,174000,Male,Single,PhD,No,92058,4
2336,Customer_2336,62,55000,Female,Married,PhD,Yes,31250,3
2337,Customer_2337,29,153000,Female,Single,Master,Yes,69821,2
2338,Customer_2338,27,154000,Female,Single,Master,Yes,95871,4
2339,Customer_2339,61,54000,Female,Divorced,Master,Yes,98272,4
2340,Customer_2340,64,103000,Female,Married,Master,Yes,20571,4
2341,Customer_2341,53,157000,Female,Divorced,Master,No,94944,4
2342,Customer_2342,60,129000,Female,Single,High School,Yes,78846,1
2343,Customer_2343,25,96000,Female,Divorced,PhD,No,66777,2
2344,Customer_2344,25,165000,Female,Single,High School,Yes,15952,5
2345,Customer_2345,53,90000,Male,Divorced,Master,Yes,95418,5
2346,Customer_2346,36,78000,Female,Single,High School,No,52191,3
2347,Customer_2347,31,23000,Male,Divorced,Master,Yes,66407,5
2348,Customer_2348,40,148000,Female,Single,Bachelor,No,65544,1
2349,Customer_2349,58,140000,Male,Divorced,High School,No,12497,1
2350,Customer_2350,52,58000,Female,Married,PhD,Yes,10411,5
2351,Customer_2351,23,57000,Female,Divorced,Master,Yes,81875,1
2352,Customer_2352,49,145000,Female,Divorced,PhD,No,54620,2
2353,Customer_2353,38,99000,Male,Married,PhD,Yes,50830,3
2354,Customer_2354,34,84000,Female,Single,Master,Yes,35932,5
2355,Customer_2355,24,27000,Female,Divorced,Bachelor,No,89376,5
2356,Customer_2356,34,76000,Female,Married,Bachelor,No,29722,2
2357,Customer_2357,51,108000,Female,Divorced,Master,No,48728,1
2358,Customer_2358,21,94000,Female,Married,Bachelor,Yes,70533,1
2359,Customer_2359,26,75000,Male,Married,Master,Yes,44930,4
2360,Customer_2360,19,35000,Male,Single,Master,No,33439,3
2361,Customer_2361,21,89000,Male,Divorced,PhD,No,52000,4
2362,Customer_2362,32,95000,Female,Married,PhD,No,74598,5
2363,Customer_2363,70,97000,Female,Divorced,PhD,Yes,83664,5
2364,Customer_2364,50,121000,Male,Divorced,Bachelor,Yes,76783,5
2365,Customer_2365,44,102000,Female,Divorced,Master,Yes,41845,4
2366,Customer_2366,40,154000,Female,Single,Master,No,23028,1
2367,Customer_2367,73,94000,Female,Married,Master,Yes,32860,1
2368,Customer_2368,35,75000,Male,Single,High School,Yes,23226,1
2369,Customer_2369,20,70000,Female,Married,Bachelor,Yes,70337,4
2370,Customer_2370,43,140000,Male,Married,High School,Yes,27873,3
2371,Customer_2371,26,125000,Male,Married,High School,No,16643,2
2372,Customer_2372,52,92000,Male,Married,High School,No,29515,4
2373,Customer_2373,41,149000,Male,Divorced,High School,Yes,75628,4
2374,Customer_2374,33,84000,Male,Single,Bachelor,Yes,72033,1
2375,Customer_2375,60,29000,Female,Single,Bachelor,No,22829,2
2376,Customer_2376,39,89000,Male,Single,Master,Yes,76199,4
2377,Customer_2377,61,114000,Female,Divorced,Bachelor,Yes,18814,1
2378,Customer_2378,56,57000,Male,Married,Master,Yes,97081,3
2379,Customer_2379,57,72000,Female,Divorced,PhD,No,17985,4
2380,Customer_2380,44,164000,Female,Divorced,Master,No,29849,1
2381,Customer_2381,26,75000,Female,Single,PhD,Yes,85113,3
2382,Customer_2382,18,81000,Male,Single,Bachelor,Yes,65527,4
2383,Customer_2383,57,46000,Female,Divorced,High School,No,13475,3
2384,Customer_2384,42,110000,Male,Divorced,High School,Yes,95693,4
2385,Customer_2385,63,92000,Female,Divorced,High School,Yes,88379,4
2386,Customer_2386,59,102000,Female,Single,Master,Yes,86080,5
2387,Customer_2387,52,73000,Male,Married,High School,No,37720,4
2388,Customer_2388,26,134000,Male,Divorced,Master,No,23239,2
2389,Customer_2389,44,96000,Male,Single,High School,No,56498,4
2390,Customer_2390,46,114000,Male,Single,Master,Yes,93161,5
2391,Customer_2391,71,132000,Male,Divorced,Bachelor,No,86220,5
2392,Customer_2392,63,90000,Female,Single,Bachelor,No,31171,3
2393,Customer_2393,23,109000,Female,Married,High School,Yes,73550,1
2394,Customer_2394,62,118000,Female,Single,High School,No,87103,1
2395,Customer_2395,63,50000,Male,Divorced,PhD,Yes,17482,5
2396,Customer_2396,22,46000,Female,Divorced,Bachelor,Yes,91022,4
2397,Customer_2397,52,116000,Female,Divorced,Bachelor,No,60884,2
2398,Customer_2398,24,100000,Female,Single,Bachelor,No,79904,5
2399,Customer_2399,49,129000,Male,Single,PhD,No,23351,3
2400,Customer_2400,43,132000,Male,Married,Bachelor,No,33532,2
2401,Customer_2401,40,39000,Female,Single,PhD,Yes,11411,3
2402,Customer_2402,70,117000,Female,Single,PhD,No,80390,4
2403,Customer_2403,28,54000,Male,Married,High School,No,45222,1
2404,Customer_2404,30,179000,Male,Divorced,PhD,Yes,45520,1
2405,Customer_2405,45,41000,Male,Divorced,Bachelor,No,20386,2
2406,Customer_2406,26,139000,Female,Single,Bachelor,Yes,88792,5
2407,Customer_2407,33,54000,Male,Divorced,Master,No,81819,5
2408,Customer_2408,19,158000,Male,Single,High School,No,37275,1
2409,Customer_2409,29,52000,Male,Married,High School,Yes,17635,5
2410,Customer_2410,31,33000,Female,Married,Bachelor,Yes,52033,3
2411,Customer_2411,54,116000,Male,Single,PhD,Yes,97260,1
2412,Customer_2412,22,81000,Male,Divorced,Master,Yes,85792,3
2413,Customer_2413,45,121000,Male,Single,High School,No,23445,1
2414,Customer_2414,43,103000,Female,Divorced,Bachelor,No,44214,3
2415,Customer_2415,41,165000,Female,Divorced,Master,Yes,50731,1
2416,Customer_2416,28,85000,Male,Single,PhD,No,69687,1
2417,Customer_2417,19,39000,Male,Divorced,Master,Yes,11644,4
2418,Customer_2418,50,103000,Female,Divorced,Master,No,86123,3
2419,Customer_2419,37,49000,Male,Divorced,PhD,Yes,36689,4
2420,Customer_2420,27,171000,Female,Single,High School,Yes,15385,2
2421,Customer_2421,17,99000,Female,Divorced,Bachelor,Yes,32469,1
2422,Customer_2422,29,92000,Male,Married,High School,Yes,99041,5
2423,Customer_2423,51,67000,Male,Divorced,PhD,Yes,31482,3
2424,Customer_2424,23,143000,Female,Married,PhD,Yes,44639,2
2425,Customer_2425,33,110000,Female,Single,High School,Yes,77760,3
2426,Customer_2426,31,63000,Male,Married,Master,Yes,58236,4
2427,Customer_2427,33,135000,Female,Married,Master,No,30787,4
2428,Customer_2428,45,123000,Male,Single,Master,No,93167,4
2429,Customer_2429,26,128000,Female,Divorced,Master,Yes,70734,4
2430,Customer_2430,66,100000,Female,Divorced,Bachelor,No,51416,5
2431,Customer_2431,70,91000,Female,Single,PhD,No,57823,2
2432,Customer_2432,63,47000,Male,Divorced,Bachelor,No,31979,3
2433,Customer_2433,55,51000,Female,Married,PhD,Yes,16118,4
2434,Customer_2434,68,123000,Female,Divorced,High School,No,43956,1
2435,Customer_2435,49,44000,Male,Married,High School,No,56262,4
2436,Customer_2436,26,144000,Male,Single,Master,Yes,76364,3
2437,Customer_2437,61,77000,Female,Divorced,PhD,Yes,82051,5
2438,Customer_2438,38,64000,Male,Single,Master,No,73893,4
2439,Customer_2439,23,97000,Male,Divorced,Bachelor,Yes,78809,2
2440,Customer_2440,51,112000,Female,Single,PhD,Yes,29417,3
2441,Customer_2441,27,146000,Female,Married,Bachelor,No,52690,4
2442,Customer_2442,21,163000,Male,Single,Master,Yes,68144,4
2443,Customer_2443,25,77000,Male,Divorced,Master,Yes,63081,5
2444,Customer_2444,38,38000,Female,Married,High School,Yes,11247,4
2445,Customer_2445,26,123000,Male,Single,High School,Yes,82736,2
2446,Customer_2446,43,124000,Male,Single,High School,Yes,15952,1
2447,Customer_2447,31,135000,Female,Divorced,PhD,Yes,26424,2
2448,Customer_2448,44,143000,Male,Divorced,PhD,Yes,93508,2
2449,Customer_2449,18,136000,Male,Single,High School,Yes,65763,4
2450,Customer_2450,69,43000,Male,Single,High School,No,24215,4
2451,Customer_2451,21,51000,Male,Divorced,High School,No,24021,1
2452,Customer_2452,35,48000,Male,Married,PhD,Yes,60873,4
2453,Customer_2453,65,98000,Male,Married,High School,No,24612,2
2454,Customer_2454,73,51000,Female,Married,Bachelor,No,30573,1
2455,Customer_2455,42,125000,Male,Divorced,PhD,No,91437,5
2456,Customer_2456,40,38000,Male,Divorced,Master,Yes,95951,4
2457,Customer_2457,64,73000,Female,Single,Bachelor,No,57232,5
2458,Customer_2458,36,80000,Female,Divorced,Master,Yes,10576,1
2459,Customer_2459,35,36000,Female,Divorced,PhD,Yes,49327,2
2460,Customer_2460,39,72000,Female,Divorced,High School,Yes,32683,2
2461,Customer_2461,52,128000,Male,Divorced,Master,Yes,55608,1
2462,Customer_2462,19,128000,Female,Single,Bachelor,No,21532,1
2463,Customer_2463,30,23000,Male,Divorced,Master,Yes,50597,4
2464,Customer_2464,20,75000,Male,Divorced,Master,No,30126,2
2465,Customer_2465,29,83000,Male,Married,Master,No,51910,4
2466,Customer_2466,21,93000,Female,Married,Master,Yes,22310,3
2467,Customer_2467,48,135000,Male,Married,High School,Yes,56692,2
2468,Customer_2468,56,48000,Male,Single,High School,Yes,64333,5
2469,Customer_2469,48,155000,Female,Divorced,High School,Yes,30628,3
2470,Customer_2470,34,58000,Male,Married,Bachelor,Yes,27830,2
2471,Customer_2471,69,95000,Female,Married,PhD,Yes,87461,1
2472,Customer_2472,33,130000,Female,Married,High School,No,10660,3
2473,Customer_2473,53,52000,Female,Married,High School,Yes,14471,4
2474,Customer_2474,57,179000,Male,Divorced,Bachelor,No,74780,2
2475,Customer_2475,32,95000,Female,Single,Bachelor,Yes,24344,1
2476,Customer_2476,22,66000,Female,Divorced,High School,Yes,67045,2
2477,Customer_2477,52,34000,Male,Single,PhD,Yes,76224,1
2478,Customer_2478,54,62000,Male,Married,Master,No,53863,2
2479,Customer_2479,65,120000,Female,Married,PhD,No,21677,2
2480,Customer_2480,34,112000,Female,Married,PhD,Yes,98938,5
2481,Customer_2481,52,80000,Female,Married,PhD,No,58201,5
2482,Customer_2482,38,93000,Female,Married,PhD,No,55016,1
2483,Customer_2483,24,71000,Male,Single,PhD,No,92585,4
2484,Customer_2484,24,155000,Female,Divorced,High School,No,54678,3
2485,Customer_2485,64,109000,Male,Single,Master,No,34731,2
2486,Customer_2486,54,91000,Female,Married,Master,Yes,39285,1
2487,Customer_2487,54,77000,Male,Single,High School,No,59748,3
2488,Customer_2488,20,96000,Female,Married,PhD,No,17626,1
2489,Customer_2489,60,58000,Male,Married,Master,No,46200,5
2490,Customer_2490,54,94000,Male,Divorced,Master,Yes,17013,5
2491,Customer_2491,48,154000,Female,Divorced,High School,Yes,51356,1
2492,Customer_2492,41,84000,Male,Divorced,Master,No,84929,3
2493,Customer_2493,49,63000,Male,Married,High School,No,49303,4
2494,Customer_2494,20,54000,Male,Divorced,PhD,No,62283,1
2495,Customer_2495,33,86000,Male,Divorced,PhD,Yes,82327,1
2496,Customer_2496,63,88000,Female,Divorced,PhD,Yes,71412,2
2497,Customer_2497,27,127000,Female,Married,High School,No,69633,2
2498,Customer_2498,53,106000,Male,Married,Bachelor,No,22023,5
2499,Customer_2499,46,124000,Female,Married,PhD,Yes,64573,5
2500,Customer_2500,19,115000,Female,Married,High School,Yes,24375,5
2501,Customer_2501,46,124000,Male,Married,Bachelor,Yes,82523,1
2502,Customer_2502,53,76000,Female,Single,Bachelor,Yes,11710,2
2503,Customer_2503,41,43000,Male,Divorced,Master,No,65815,1
2504,Customer_2504,35,109000,Female,Married,High School,Yes,91727,5
2505,Customer_2505,34,134000,Male,Single,Master,Yes,29847,3
2506,Customer_2506,35,139000,Male,Divorced,Bachelor,No,99969,4
2507,Customer_2507,31,158000,Female,Single,Master,Yes,14040,4
2508,Customer_2508,37,108000,Female,Married,PhD,No,36236,2
2509,Customer_2509,56,29000,Female,Single,Bachelor,No,89570,2
2510,Customer_2510,40,73000,Female,Single,Master,Yes,45901,4
2511,Customer_2511,42,59000,Male,Married,High School,Yes,14655,3
2512,Customer_2512,58,77000,Female,Married,PhD,Yes,29039,1
2513,Customer_2513,36,39000,Female,Single,PhD,Yes,38427,1
2514,Customer_2514,62,90000,Female,Married,PhD,No,19223,2
2515,Customer_2515,31,167000,Male,Single,High School,Yes,36497,5
2516,Customer_2516,43,120000,Male,Single,Master,No,93079,5
2517,Customer_2517,53,117000,Male,Divorced,PhD,Yes,21888,4
2518,Customer_2518,53,138000,Male,Single,Bachelor,No,81723,3
2519,Customer_2519,60,129000,Male,Married,Master,No,92319,5
2520,Customer_2520,63,130000,Male,Married,Bachelor,Yes,18344,3
2521,Customer_2521,46,92000,Male,Divorced,High School,Yes,95547,1
2522,Customer_2522,21,55000,Female,Divorced,PhD,No,74759,5
2523,Customer_2523,21,101000,Female,Divorced,High School,No,86068,5
2524,Customer_2524,52,60000,Female,Married,Bachelor,Yes,97970,2
2525,Customer_2525,35,83000,Female,Single,Master,No,55625,1
2526,Customer_2526,19,101000,Male,Divorced,Bachelor,No,44294,5
2527,Customer_2527,53,58000,Male,Divorced,PhD,Yes,91437,5
2528,Customer_2528,67,160000,Male,Single,Bachelor,No,73445,2
2529,Customer_2529,26,59000,Female,Married,PhD,No,71651,4
2530,Customer_2530,59,56000,Male,Married,Master,No,53979,5
2531,Customer_2531,47,56000,Female,Married,PhD,Yes,91178,4
2532,Customer_2532,54,58000,Female,Single,PhD,No,49811,4
2533,Customer_2533,61,127000,Female,Single,Master,Yes,48794,4
2534,Customer_2534,46,73000,Male,Single,Master,Yes,24256,3
2535,Customer_2535,39,48000,Female,Married,Bachelor,Yes,24596,5
2536,Customer_2536,50,79000,Female,Married,Bachelor,No,54022,2
2537,Customer_2537,31,73000,Male,Married,Master,Yes,35792,2
2538,Customer_2538,31,74000,Male,Married,High School,No,81987,3
2539,Customer_2539,71,119000,Female,Single,Bachelor,Yes,35934,1
2540,Customer_2540,36,72000,Male,Married,High School,No,16854,4
2541,Customer_2541,66,48000,Female,Married,PhD,Yes,71506,4
2542,Customer_2542,33,163000,Male,Single,Bachelor,Yes,64878,3
2543,Customer_2543,41,67000,Female,Married,PhD,Yes,22427,5
2544,Customer_2544,27,168000,Female,Divorced,High School,No,48227,4
2545,Customer_2545,54,82000,Female,Single,Bachelor,No,62420,5
2546,Customer_2546,39,61000,Female,Divorced,Master,No,55208,4
2547,Customer_2547,58,92000,Female,Divorced,PhD,Yes,61426,2
2548,Customer_2548,39,122000,Female,Divorced,Bachelor,Yes,63835,1
2549,Customer_2549,23,127000,Male,Single,PhD,Yes,96224,4
2550,Customer_2550,17,72000,Female,Divorced,High School,Yes,46458,3
2551,Customer_2551,43,151000,Male,Single,Bachelor,No,22859,5
2552,Customer_2552,54,61000,Male,Married,Bachelor,Yes,64637,4
2553,Customer_2553,47,39000,Male,Single,High School,No,58683,4
2554,Customer_2554,71,108000,Male,Divorced,High School,No,29972,1
2555,Customer_2555,65,103000,Male,Divorced,PhD,No,14615,4
2556,Customer_2556,70,125000,Female,Married,Master,Yes,62486,2
2557,Customer_2557,59,82000,Female,Married,Master,Yes,12529,3
2558,Customer_2558,53,54000,Male,Married,High School,No,69694,1
2559,Customer_2559,41,182000,Male,Divorced,Bachelor,Yes,37428,5
2560,Customer_2560,49,77000,Female,Divorced,Master,Yes,83633,5
2561,Customer_2561,35,28000,Male,Married,Master,Yes,68653,4
2562,Customer_2562,52,57000,Male,Divorced,PhD,Yes,80976,1
2563,Customer_2563,39,122000,Female,Married,PhD,Yes,49800,5
2564,Customer_2564,58,144000,Female,Divorced,Bachelor,No,45053,4
2565,Customer_2565,18,73000,Male,Divorced,High School,No,70075,5
2566,Customer_2566,30,52000,Female,Divorced,PhD,No,47173,4
2567,Customer_2567,51,160000,Female,Single,Master,Yes,58997,2
2568,Customer_2568,44,53000,Male,Single,Bachelor,Yes,51625,3
2569,Customer_2569,20,141000,Female,Divorced,Master,No,20571,2
2570,Customer_2570,62,56000,Female,Single,High School,Yes,11428,4
2571,Customer_2571,58,99000,Male,Married,Bachelor,Yes,64568,1
2572,Customer_2572,49,98000,Female,Divorced,PhD,Yes,55284,3
2573,Customer_2573,40,114000,Female,Married,PhD,Yes,92040,4
2574,Customer_2574,70,42000,Female,Single,High School,Yes,35280,3
2575,Customer_2575,53,85000,Male,Single,High School,No,10203,1
2576,Customer_2576,37,160000,Female,Single,Bachelor,No,91518,3
2577,Customer_2577,36,102000,Female,Married,High School,Yes,49996,2
2578,Customer_2578,34,87000,Male,Married,Master,No,83106,3
2579,Customer_2579,68,79000,Female,Divorced,PhD,Yes,98778,1
2580,Customer_2580,22,114000,Male,Divorced,Master,No,47959,5
2581,Customer_2581,56,58000,Female,Divorced,Bachelor,Yes,28171,4
2582,Customer_2582,23,132000,Male,Married,Bachelor,No,62633,5
2583,Customer_2583,24,91000,Male,Divorced,Master,Yes,67247,2
2584,Customer_2584,19,52000,Male,Single,High School,Yes,54314,4
2585,Customer_2585,67,51000,Male,Single,High School,Yes,87498,2
2586,Customer_2586,40,36000,Male,Married,Bachelor,No,13475,5
2587,Customer_2587,27,95000,Female,Single,High School,No,14745,2
2588,Customer_2588,32,131000,Female,Divorced,High School,No,68562,5
2589,Customer_2589,49,37000,Male,Single,Bachelor,Yes,98625,4
2590,Customer_2590,38,40000,Female,Single,Master,Yes,96337,2
2591,Customer_2591,53,85000,Female,Married,PhD,Yes,32339,4
2592,Customer_2592,32,64000,Female,Single,Master,No,52395,5
2593,Customer_2593,24,86000,Female,Married,Master,No,64573,1
2594,Customer_2594,55,66000,Female,Single,High School,Yes,50440,5
2595,Customer_2595,39,74000,Female,Married,Bachelor,No,88811,4
2596,Customer_2596,27,46000,Male,Married,High School,No,93517,4
2597,Customer_2597,62,57000,Male,Married,High School,No,74758,1
2598,Customer_2598,40,67000,Male,Divorced,High School,Yes,34359,4
2599,Customer_2599,47,77000,Female,Divorced,Master,No,98401,2
2600,Customer_2600,59,89000,Female,Divorced,PhD,Yes,18955,5
2601,Customer_2601,36,70000,Male,Single,Master,Yes,73098,1
2602,Customer_2602,29,89000,Male,Married,High School,Yes,79780,1
2603,Customer_2603,44,132000,Male,Married,PhD,Yes,83183,5
2604,Customer_2604,63,117000,Male,Single,PhD,No,37532,5
2605,Customer_2605,40,72000,Female,Married,Bachelor,No,37325,4
2606,Customer_2606,41,68000,Female,Divorced,Bachelor,No,54550,3
2607,Customer_2607,45,63000,Male,Single,High School,Yes,40962,3
2608,Customer_2608,63,49000,Female,Divorced,PhD,No,64990,2
2609,Customer_2609,61,36000,Male,Married,Master,Yes,92713,1
2610,Customer_2610,47,54000,Female,Single,High School,Yes,33442,4
2611,Customer_2611,35,113000,Male,Married,Bachelor,No,85812,1
2612,Customer_2612,43,164000,Female,Married,PhD,No,32136,3
2613,Customer_2613,56,166000,Male,Divorced,PhD,No,75983,2
2614,Customer_2614,29,87000,Female,Divorced,Bachelor,No,14331,2
2615,Customer_2615,59,134000,Male,Married,High School,Yes,76732,1
2616,Customer_2616,44,58000,Female,Single,Master,No,90267,1
2617,Customer_2617,33,55000,Female,Single,PhD,No,94759,3
2618,Customer_2618,36,95000,Female,Divorced,Bachelor,Yes,82694,4
2619,Customer_2619,24,105000,Male,Divorced,PhD,No,86819,4
2620,Customer_2620,32,56000,Male,Divorced,Bachelor,No,85942,5
2621,Customer_2621,41,34000,Male,Married,Master,Yes,21893,4
2622,Customer_2622,38,43000,Female,Divorced,PhD,No,59662,5
2623,Customer_2623,43,125000,Male,Single,Master,Yes,99443,4
2624,Customer_2624,36,81000,Female,Married,High School,Yes,25322,4
2625,Customer_2625,21,97000,Female,Married,Bachelor,Yes,82632,3
2626,Customer_2626,30,32000,Male,Married,High School,No,43126,1
2627,Customer_2627,62,99000,Male,Divorced,High School,No,25496,5
2628,Customer_2628,45,68000,Female,Married,Bachelor,No,98870,2
2629,Customer_2629,39,43000,Female,Single,Bachelor,Yes,42230,2
2630,Customer_2630,50,52000,Female,Married,PhD,No,42265,1
2631,Customer_2631,45,41000,Male,Divorced,PhD,Yes,83924,2
2632,Customer_2632,40,94000,Male,Divorced,Bachelor,No,43040,3
2633,Customer_2633,58,113000,Male,Married,Bachelor,Yes,30421,4
2634,Customer_2634,21,104000,Male,Divorced,High School,No,41615,1
2635,Customer_2635,22,100000,Male,Divorced,High School,No,53255,2
2636,Customer_2636,34,72000,Female,Single,PhD,No,99420,1
2637,Customer_2637,70,54000,Female,Married,High School,Yes,79262,1
2638,Customer_2638,73,77000,Female,Single,PhD,No,11140,1
2639,Customer_2639,50,43000,Male,Divorced,Master,No,56886,1
2640,Customer_2640,27,112000,Female,Divorced,Bachelor,Yes,92922,2
2641,Customer_2641,31,137000,Male,Divorced,Bachelor,No,56054,1
2642,Customer_2642,53,116000,Male,Single,PhD,Yes,30421,2
2643,Customer_2643,55,75000,Male,Divorced,High School,No,68243,4
2644,Customer_2644,67,114000,Male,Divorced,Bachelor,No,68612,1
2645,Customer_2645,31,86000,Female,Married,High School,No,67672,4
2646,Customer_2646,28,63000,Female,Single,High School,No,76031,5
2647,Customer_2647,16,31000,Female,Divorced,High School,Yes,53979,1
2648,Customer_2648,23,91000,Female,Married,High School,Yes,82743,4
2649,Customer_2649,45,47000,Female,Single,High School,No,98569,3
2650,Customer_2650,62,55000,Male,Single,High School,No,41845,4
2651,Customer_2651,59,98000,Female,Divorced,PhD,No,76230,4
2652,Customer_2652,32,62000,Female,Single,High School,No,50032,3
2653,Customer_2653,56,136000,Male,Divorced,Bachelor,No,37816,5
2654,Customer_2654,55,102000,Male,Single,Master,Yes,22932,4
2655,Customer_2655,46,120000,Male,Divorced,Bachelor,Yes,50673,2
2656,Customer_2656,32,128000,Male,Divorced,Master,No,35971,1
2657,Customer_2657,28,147000,Male,Single,High School,Yes,92544,3
2658,Customer_2658,54,85000,Female,Married,Master,No,15640,4
2659,Customer_2659,41,111000,Female,Single,Master,No,26378,1
2660,Customer_2660,23,142000,Male,Divorced,PhD,No,41524,2
2661,Customer_2661,28,39000,Male,Divorced,PhD,Yes,16585,1
2662,Customer_2662,23,39000,Female,Single,Bachelor,Yes,78513,2
2663,Customer_2663,45,80000,Female,Married,Bachelor,Yes,51416,2
2664,Customer_2664,41,92000,Male,Married,PhD,Yes,69372,1
2665,Customer_2665,72,62000,Female,Divorced,High School,No,87201,2
2666,Customer_2666,51,128000,Male,Married,Bachelor,No,32832,2
2667,Customer_2667,48,167000,Female,Single,PhD,Yes,14023,3
2668,Customer_2668,43,89000,Female,Married,Bachelor,Yes,54065,3
2669,Customer_2669,20,30000,Female,Married,PhD,No,73477,1
2670,Customer_2670,26,81000,Female,Single,Master,No,23226,1
2671,Customer_2671,72,151000,Female,Single,PhD,No,33442,1
2672,Customer_2672,51,79000,Male,Married,PhD,Yes,20663,5
2673,Customer_2673,59,71000,Female,Single,Master,No,77617,4
2674,Customer_2674,33,42000,Female,Married,PhD,Yes,63437,5
2675,Customer_2675,60,91000,Male,Single,PhD,No,86143,3
2676,Customer_2676,26,38000,Female,Married,Master,No,78249,3
2677,Customer_2677,58,79000,Male,Divorced,High School,No,21791,4
2678,Customer_2678,22,142000,Female,Married,Master,Yes,38775,4
2679,Customer_2679,53,64000,Female,Divorced,PhD,Yes,88961,5
2680,Customer_2680,27,81000,Female,Married,Bachelor,Yes,97959,2
2681,Customer_2681,34,51000,Male,Single,High School,Yes,11073,5
2682,Customer_2682,21,80000,Male,Divorced,Master,No,32088,5
2683,Customer_2683,48,109000,Female,Single,PhD,No,83374,2
2684,Customer_2684,37,95000,Female,Divorced,High School,Yes,49352,3
2685,Customer_2685,57,95000,Female,Single,High School,No,98683,5
2686,Customer_2686,69,42000,Male,Single,PhD,Yes,26252,3
2687,Customer_2687,17,78000,Female,Divorced,Master,No,56886,3
2688,Customer_2688,57,149000,Female,Single,Bachelor,No,54664,2
2689,Customer_2689,50,68000,Female,Married,Master,Yes,82446,1
2690,Customer_2690,37,105000,Male,Single,PhD,Yes,77387,4
2691,Customer_2691,37,135000,Male,Divorced,High School,No,12116,5
2692,Customer_2692,46,47000,Female,Divorced,Master,No,60676,5
2693,Customer_2693,26,130000,Male,Single,Bachelor,No,66279,1
2694,Customer_2694,20,88000,Female,Single,High School,Yes,23957,1
2695,Customer_2695,44,97000,Female,Married,Bachelor,Yes,18582,1
2696,Customer_2696,28,68000,Female,Divorced,PhD,No,77225,5
2697,Customer_2697,21,59000,Female,Married,High School,No,18153,1
2698,Customer_2698,46,31000,Female,Single,Bachelor,Yes,39954,3
2699,Customer_2699,35,46000,Male,Married,PhD,Yes,33701,3
2700,Customer_2700,16,106000,Male,Divorced,High School,No,62062,5
2701,Customer_2701,48,30000,Male,Divorced,Bachelor,Yes,29300,4
2702,Customer_2702,61,38000,Female,Divorced,Bachelor,No,81881,4
2703,Customer_2703,34,49000,Male,Married,High School,No,27235,4
2704,Customer_2704,26,35000,Male,Divorced,PhD,No,63726,2
2705,Customer_2705,42,51000,Male,Single,Master,Yes,13290,4
2706,Customer_2706,57,149000,Male,Married,High School,Yes,76661,2
2707,Customer_2707,58,104000,Female,Married,Master,Yes,67574,2
2708,Customer_2708,41,48000,Female,Divorced,Bachelor,Yes,97997,1
2709,Customer_2709,61,77000,Male,Single,High School,Yes,46146,2
2710,Customer_2710,23,48000,Female,Single,High School,Yes,73186,5
2711,Customer_2711,22,50000,Female,Divorced,Master,No,89819,3
2712,Customer_2712,36,102000,Male,Divorced,High School,No,86027,1
2713,Customer_2713,65,37000,Female,Divorced,PhD,Yes,55557,3
